ticket_id,ticket_type,subject,description,customer_age,channel,sentiment,urgency_score,impact_score,priority
3591,Product issue,Shipping question,I have a billing issue that needs to be checked.,26,Social media,neutral,2,2,Medium
7060,Critical technical issue,Security concern,I cannot access critical business data and need this resolved immediately. Please help me resolve this issue.,68,Phone,negative,3,3,Critical
8039,Critical billing issue,Urgent payment issue,There appears to be a serious payment problem affecting multiple transactions.,70,Chat,negative,3,3,Critical
5720,Billing issue,Account access issue,The device is not working and I need immediate assistance.,58,Chat,negative,3,2,High
7947,Security issue,Security concern,The service has completely stopped working and is blocking critical operations.,53,Email,negative,3,4,Critical
3781,Refund request,Refund question,I am having a problem with my product and need assistance.,19,Social media,negative,1,2,Medium
2810,Product issue,Product issue,I requested a refund and would like an update.,33,Chat,negative,1,1,Medium
725,Product inquiry,Product information,I would like more information about the product.,44,Phone,positive,0,1,Low
766,Information request,Product information,I have a general question and would like some clarification. Please help me resolve this issue.,26,Email,neutral,0,0,Low
4660,Billing issue,Delivery problem,I cannot access my account and this is affecting my work.,53,Chat,negative,3,2,High
4274,Billing issue,Urgent product problem,I was charged incorrectly and need the issue resolved quickly.,55,Email,negative,3,3,High
4829,Technical issue,Payment problem,My order is significantly delayed and I need help urgently.,47,Social media,negative,2,3,High
308,Product inquiry,Product information,I have a general question and would like some clarification.,57,Email,positive,0,1,Low
1279,Product inquiry,Need some information,I have a general question and would like some clarification.,34,Phone,positive,1,0,Low
349,General question,Product information,Could you explain the available options?,64,Chat,neutral,0,1,Low
6781,Critical billing issue,Urgent payment issue,I cannot access critical business data and need this resolved immediately.,30,Chat,negative,3,3,Critical
6694,Critical account issue,Critical account problem,There appears to be a serious payment problem affecting multiple transactions.,58,Email,negative,4,3,Critical
5447,Shipping issue,Delivery problem,My product has stopped working and I need a replacement as soon as possible.,68,Chat,negative,3,3,High
7991,Critical billing issue,Security concern,I cannot access critical business data and need this resolved immediately.,54,Social media,negative,4,4,Critical
1792,General question,Product information,Could you explain the available options?,30,Social media,positive,0,1,Low
4476,Shipping issue,Urgent product problem,The device is not working and I need immediate assistance.,44,Email,negative,2,3,High
4652,Account problem,Delivery problem,The device is not working and I need immediate assistance.,40,Phone,negative,3,3,High
4830,Shipping issue,Payment problem,My order is significantly delayed and I need help urgently. Please help me resolve this issue.,45,Chat,negative,3,2,High
6340,Security issue,Security concern,This is an emergency. The system has completely failed and I cannot continue my work.,62,Chat,negative,4,4,Critical
2054,Information request,Product information,I have a general question and would like some clarification.,34,Chat,positive,1,1,Low
3571,Billing inquiry,Shipping question,I requested a refund and would like an update.,31,Social media,neutral,1,2,Medium
6379,Critical billing issue,Critical system failure,I have a serious security concern and need immediate assistance.,20,Social media,negative,4,3,Critical
72,Information request,Need some information,I have a general question and would like some clarification.,33,Email,positive,1,1,Low
7211,Critical technical issue,Critical system failure,The service has completely stopped working and is blocking critical operations. Please help me resolve this issue.,28,Chat,negative,4,3,Critical
2760,Billing inquiry,Shipping question,I requested a refund and would like an update.,44,Social media,neutral,2,1,Medium
5076,Account problem,Account access issue,I cannot access my account and this is affecting my work.,45,Chat,negative,3,3,High
7244,Security issue,Critical system failure,This is an emergency. The system has completely failed and I cannot continue my work.,42,Chat,negative,4,4,Critical
5708,Shipping issue,Delivery problem,I was charged incorrectly and need the issue resolved quickly.,47,Email,negative,3,3,High
6014,Billing issue,Account access issue,My product has stopped working and I need a replacement as soon as possible.,70,Social media,negative,2,2,High
5739,Account problem,Payment problem,I cannot access my account and this is affecting my work.,54,Phone,negative,2,2,High
5213,Billing issue,Delivery problem,I cannot access my account and this is affecting my work.,68,Chat,negative,2,3,High
1261,Information request,Need some information,I would like more information about the product.,34,Email,neutral,1,1,Low
1667,Product inquiry,Question about product,I have a general question and would like some clarification.,46,Phone,positive,1,0,Low
3382,Billing inquiry,Product issue,My delivery has a problem and I need assistance.,43,Chat,negative,1,1,Medium
4374,Technical issue,Delivery problem,My product has stopped working and I need a replacement as soon as possible.,41,Social media,negative,3,2,High
4571,Shipping issue,Urgent product problem,I was charged incorrectly and need the issue resolved quickly. Please help me resolve this issue.,21,Chat,negative,3,2,High
7866,Critical billing issue,Security concern,I cannot access critical business data and need this resolved immediately. Please help me resolve this issue.,33,Email,negative,4,3,Critical
2168,Billing inquiry,Product issue,I am having a problem with my product and need assistance.,41,Phone,neutral,2,2,Medium
8177,Critical account issue,Critical system failure,This is an emergency. The system has completely failed and I cannot continue my work.,22,Chat,negative,4,3,Critical
2534,Product issue,Refund question,There is an issue with my recent order and I need help.,21,Social media,neutral,1,1,Medium
1696,General question,Product information,Could you explain the available options? Please help me resolve this issue.,38,Social media,positive,1,0,Low
2893,Refund request,Product issue,There is an issue with my recent order and I need help. Please help me resolve this issue.,30,Chat,negative,1,2,Medium
1096,Product inquiry,Need some information,Can you provide some details about this product?,35,Phone,positive,0,0,Low
6475,Critical technical issue,Critical system failure,I cannot access critical business data and need this resolved immediately.,49,Social media,negative,3,3,Critical
6300,Shipping issue,Payment problem,The device is not working and I need immediate assistance.,25,Phone,negative,2,3,High
8176,Security issue,Urgent payment issue,There appears to be a serious payment problem affecting multiple transactions.,58,Email,negative,4,4,Critical
1631,Product inquiry,Question about product,Can you provide some details about this product?,18,Chat,positive,1,0,Low
5270,Technical issue,Payment problem,I cannot access my account and this is affecting my work.,62,Email,negative,3,2,High
1882,General question,Need some information,I would like more information about the product.,24,Email,positive,1,1,Low
5649,Technical issue,Account access issue,My order is significantly delayed and I need help urgently.,69,Social media,negative,3,2,High
6010,Technical issue,Urgent product problem,I cannot access my account and this is affecting my work.,59,Email,negative,2,2,High
1613,General question,Question about product,I have a general question and would like some clarification.,51,Email,neutral,1,1,Low
979,General question,Product information,Can you provide some details about this product?,33,Phone,neutral,0,0,Low
1414,General question,Product information,I would like more information about the product.,53,Chat,positive,0,1,Low
6119,Account problem,Delivery problem,My product has stopped working and I need a replacement as soon as possible.,22,Email,negative,3,3,High
5016,Technical issue,Payment problem,I cannot access my account and this is affecting my work.,70,Social media,negative,2,2,High
849,Information request,Question about product,I have a general question and would like some clarification.,69,Phone,positive,1,1,Low
4329,Billing issue,Urgent product problem,My order is significantly delayed and I need help urgently.,19,Email,negative,2,2,High
4376,Billing issue,Account access issue,I cannot access my account and this is affecting my work.,50,Chat,negative,3,3,High
5667,Account problem,Account access issue,My order is significantly delayed and I need help urgently.,28,Email,negative,3,3,High
2878,Shipping inquiry,Shipping question,There is an issue with my recent order and I need help.,26,Phone,negative,2,1,Medium
2272,Shipping inquiry,Product issue,I requested a refund and would like an update.,62,Social media,negative,2,2,Medium
2393,Billing inquiry,Shipping question,I am having a problem with my product and need assistance.,26,Social media,negative,1,1,Medium
6785,Critical technical issue,Urgent payment issue,The service has completely stopped working and is blocking critical operations.,57,Social media,negative,4,4,Critical
1831,General question,Need some information,Can you provide some details about this product? Please help me resolve this issue.,62,Chat,neutral,0,0,Low
5999,Billing issue,Account access issue,My product has stopped working and I need a replacement as soon as possible.,55,Email,negative,3,3,High
5767,Account problem,Payment problem,I cannot access my account and this is affecting my work.,68,Email,negative,3,3,High
6877,Security issue,Urgent payment issue,This is an emergency. The system has completely failed and I cannot continue my work.,40,Email,negative,4,3,Critical
48,Information request,Question about product,Could you explain the available options?,62,Chat,positive,1,0,Low
4519,Technical issue,Delivery problem,The device is not working and I need immediate assistance.,44,Chat,negative,2,3,High
4889,Technical issue,Delivery problem,My product has stopped working and I need a replacement as soon as possible.,52,Phone,negative,3,3,High
1351,Information request,Need some information,Can you provide some details about this product?,18,Phone,positive,0,0,Low
7998,Critical technical issue,Critical account problem,This is an emergency. The system has completely failed and I cannot continue my work.,47,Social media,negative,4,4,Critical
3506,Shipping inquiry,Refund question,I requested a refund and would like an update. Please help me resolve this issue.,22,Chat,neutral,2,2,Medium
447,General question,Product information,Can you provide some details about this product?,39,Social media,positive,0,1,Low
2249,Product issue,Shipping question,I am having a problem with my product and need assistance.,37,Chat,neutral,1,1,Medium
1744,General question,Question about product,Can you provide some details about this product?,50,Phone,neutral,0,1,Low
845,Product inquiry,Question about product,I have a general question and would like some clarification. Please help me resolve this issue.,26,Chat,positive,1,1,Low
5508,Shipping issue,Urgent product problem,I was charged incorrectly and need the issue resolved quickly.,30,Email,negative,2,3,High
6806,Security issue,Security concern,This is an emergency. The system has completely failed and I cannot continue my work. Please help me resolve this issue.,42,Chat,negative,4,3,Critical
7485,Critical billing issue,Urgent payment issue,The service has completely stopped working and is blocking critical operations.,23,Chat,negative,3,3,Critical
4039,Shipping inquiry,Product issue,There is an issue with my recent order and I need help. Please help me resolve this issue.,35,Email,neutral,2,2,Medium
2441,Product issue,Refund question,I requested a refund and would like an update.,21,Email,neutral,2,1,Medium
3104,Refund request,Refund question,I requested a refund and would like an update. Please help me resolve this issue.,56,Social media,neutral,1,1,Medium
6381,Critical technical issue,Urgent payment issue,I have a serious security concern and need immediate assistance.,46,Phone,negative,4,4,Critical
679,Product inquiry,Need some information,I have a general question and would like some clarification. Please help me resolve this issue.,34,Email,neutral,0,1,Low
3878,Refund request,Shipping question,My delivery has a problem and I need assistance.,48,Email,neutral,2,1,Medium
8055,Critical billing issue,Critical account problem,I have a serious security concern and need immediate assistance.,42,Social media,negative,4,4,Critical
4833,Shipping issue,Account access issue,My product has stopped working and I need a replacement as soon as possible.,22,Chat,negative,3,3,High
1295,Information request,Need some information,I would like more information about the product.,51,Email,positive,0,0,Low
6293,Technical issue,Urgent product problem,My order is significantly delayed and I need help urgently.,20,Chat,negative,2,3,High
4831,Shipping issue,Payment problem,I was charged incorrectly and need the issue resolved quickly.,34,Email,negative,2,3,High
4865,Billing issue,Delivery problem,I was charged incorrectly and need the issue resolved quickly.,64,Email,negative,3,2,High
8026,Security issue,Critical system failure,I cannot access critical business data and need this resolved immediately.,23,Phone,negative,4,4,Critical
6156,Account problem,Urgent product problem,The device is not working and I need immediate assistance. Please help me resolve this issue.,60,Social media,negative,2,3,High
6572,Security issue,Urgent payment issue,This is an emergency. The system has completely failed and I cannot continue my work.,64,Social media,negative,3,4,Critical
1113,Product inquiry,Need some information,I have a general question and would like some clarification.,36,Chat,positive,1,0,Low
4756,Shipping issue,Urgent product problem,The device is not working and I need immediate assistance.,24,Phone,negative,2,3,High
777,General question,Question about product,I would like more information about the product. Please help me resolve this issue.,43,Social media,neutral,0,1,Low
8123,Critical billing issue,Urgent payment issue,I cannot access critical business data and need this resolved immediately. Please help me resolve this issue.,65,Email,negative,4,4,Critical
2232,Product issue,Shipping question,I have a billing issue that needs to be checked.,51,Social media,negative,1,2,Medium
2229,Billing inquiry,Refund question,I am having a problem with my product and need assistance.,54,Phone,neutral,1,1,Medium
2154,Refund request,Billing problem,I am having a problem with my product and need assistance.,52,Social media,neutral,1,2,Medium
6869,Critical technical issue,Critical account problem,There appears to be a serious payment problem affecting multiple transactions.,39,Social media,negative,3,3,Critical
4230,Technical issue,Delivery problem,I was charged incorrectly and need the issue resolved quickly.,20,Phone,negative,3,3,High
6456,Critical technical issue,Security concern,The service has completely stopped working and is blocking critical operations.,18,Email,negative,3,3,Critical
7776,Critical account issue,Security concern,There appears to be a serious payment problem affecting multiple transactions.,59,Social media,negative,4,3,Critical
4968,Shipping issue,Urgent product problem,The device is not working and I need immediate assistance. Please help me resolve this issue.,63,Social media,negative,2,2,High
1367,Information request,Question about product,Can you provide some details about this product?,55,Chat,positive,0,0,Low
1470,Information request,Need some information,Can you provide some details about this product?,67,Social media,positive,0,0,Low
1852,General question,Product information,Could you explain the available options?,20,Email,positive,0,1,Low
1964,General question,Need some information,Can you provide some details about this product?,36,Phone,neutral,0,0,Low
3333,Shipping inquiry,Shipping question,I am having a problem with my product and need assistance.,23,Chat,negative,1,2,Medium
5156,Shipping issue,Urgent product problem,My product has stopped working and I need a replacement as soon as possible.,55,Email,negative,3,3,High
4966,Billing issue,Delivery problem,My order is significantly delayed and I need help urgently.,38,Social media,negative,2,2,High
1290,Information request,Question about product,I would like more information about the product.,33,Phone,neutral,1,0,Low
486,Information request,Product information,Can you provide some details about this product?,23,Chat,positive,1,1,Low
2240,Refund request,Shipping question,My delivery has a problem and I need assistance.,47,Social media,negative,1,1,Medium
4380,Technical issue,Payment problem,I was charged incorrectly and need the issue resolved quickly.,53,Chat,negative,2,2,High
3536,Refund request,Billing problem,I have a billing issue that needs to be checked.,19,Phone,negative,1,1,Medium
4790,Shipping issue,Urgent product problem,My product has stopped working and I need a replacement as soon as possible.,33,Social media,negative,2,3,High
6599,Critical technical issue,Urgent payment issue,There appears to be a serious payment problem affecting multiple transactions.,46,Phone,negative,4,4,Critical
31,Information request,Need some information,I would like more information about the product.,44,Chat,neutral,1,0,Low
4316,Account problem,Account access issue,I was charged incorrectly and need the issue resolved quickly.,38,Chat,negative,2,2,High
1880,Product inquiry,Product information,I have a general question and would like some clarification.,62,Chat,positive,1,1,Low
6238,Technical issue,Urgent product problem,My product has stopped working and I need a replacement as soon as possible.,30,Phone,negative,2,2,High
4122,Billing inquiry,Product issue,I am having a problem with my product and need assistance.,24,Chat,neutral,1,1,Medium
3556,Billing inquiry,Shipping question,I requested a refund and would like an update.,37,Email,neutral,1,2,Medium
4177,Billing inquiry,Refund question,I requested a refund and would like an update.,33,Social media,neutral,1,1,Medium
7398,Security issue,Urgent payment issue,This is an emergency. The system has completely failed and I cannot continue my work.,20,Chat,negative,4,3,Critical
7553,Security issue,Urgent payment issue,The service has completely stopped working and is blocking critical operations.,27,Social media,negative,3,4,Critical
5889,Account problem,Urgent product problem,I was charged incorrectly and need the issue resolved quickly.,22,Social media,negative,3,2,High
1037,General question,Question about product,Can you provide some details about this product?,24,Chat,neutral,1,0,Low
637,Information request,Question about product,I have a general question and would like some clarification.,19,Phone,neutral,1,1,Low
4363,Technical issue,Delivery problem,I was charged incorrectly and need the issue resolved quickly.,43,Email,negative,2,2,High
5474,Shipping issue,Payment problem,My product has stopped working and I need a replacement as soon as possible.,57,Email,negative,2,2,High
3468,Billing inquiry,Refund question,I have a billing issue that needs to be checked.,47,Phone,negative,2,2,Medium
1084,General question,Need some information,Could you explain the available options?,21,Phone,positive,1,1,Low
2616,Product issue,Refund question,My delivery has a problem and I need assistance.,59,Phone,negative,1,1,Medium
862,General question,Need some information,I have a general question and would like some clarification.,69,Phone,positive,0,1,Low
4373,Shipping issue,Delivery problem,The device is not working and I need immediate assistance.,24,Chat,negative,3,2,High
904,Information request,Need some information,I would like more information about the product.,53,Phone,positive,0,0,Low
192,Product inquiry,Product information,I would like more information about the product.,59,Chat,positive,0,0,Low
110,General question,Product information,I have a general question and would like some clarification.,20,Chat,neutral,1,0,Low
8225,Critical account issue,Critical account problem,There appears to be a serious payment problem affecting multiple transactions.,40,Chat,negative,4,3,Critical
5970,Technical issue,Account access issue,My product has stopped working and I need a replacement as soon as possible.,42,Chat,negative,2,2,High
5979,Shipping issue,Urgent product problem,My product has stopped working and I need a replacement as soon as possible.,26,Social media,negative,2,3,High
3568,Billing inquiry,Billing problem,I requested a refund and would like an update.,64,Email,neutral,2,2,Medium
7206,Critical technical issue,Critical system failure,There appears to be a serious payment problem affecting multiple transactions.,18,Social media,negative,3,3,Critical
4193,Shipping inquiry,Product issue,There is an issue with my recent order and I need help.,67,Social media,negative,1,1,Medium
6319,Critical billing issue,Urgent payment issue,The service has completely stopped working and is blocking critical operations.,70,Social media,negative,4,3,Critical
1832,Product inquiry,Question about product,I have a general question and would like some clarification. Please help me resolve this issue.,50,Phone,positive,0,0,Low
5396,Technical issue,Account access issue,My order is significantly delayed and I need help urgently.,24,Email,negative,3,3,High
7742,Critical technical issue,Urgent payment issue,I cannot access critical business data and need this resolved immediately.,51,Phone,negative,3,3,Critical
5554,Technical issue,Account access issue,My order is significantly delayed and I need help urgently.,68,Email,negative,3,3,High
783,Product inquiry,Question about product,Could you explain the available options?,34,Chat,positive,0,1,Low
564,General question,Product information,I have a general question and would like some clarification.,66,Email,neutral,0,0,Low
6063,Shipping issue,Payment problem,I was charged incorrectly and need the issue resolved quickly.,20,Chat,negative,3,3,High
5268,Shipping issue,Urgent product problem,My order is significantly delayed and I need help urgently.,58,Chat,negative,2,2,High
2776,Product issue,Shipping question,My delivery has a problem and I need assistance.,37,Phone,neutral,1,2,Medium
4088,Shipping inquiry,Product issue,I have a billing issue that needs to be checked.,23,Email,negative,1,2,Medium
3215,Shipping inquiry,Refund question,I have a billing issue that needs to be checked.,34,Social media,neutral,1,1,Medium
6418,Critical account issue,Critical system failure,This is an emergency. The system has completely failed and I cannot continue my work.,40,Phone,negative,4,3,Critical
1826,Product inquiry,Question about product,Could you explain the available options?,33,Chat,positive,0,1,Low
2618,Shipping inquiry,Billing problem,My delivery has a problem and I need assistance.,70,Email,negative,2,1,Medium
7403,Critical technical issue,Urgent payment issue,The service has completely stopped working and is blocking critical operations.,64,Social media,negative,4,4,Critical
1095,Product inquiry,Question about product,I have a general question and would like some clarification.,28,Phone,positive,1,1,Low
7230,Critical technical issue,Critical account problem,I cannot access critical business data and need this resolved immediately.,65,Phone,negative,3,3,Critical
3170,Shipping inquiry,Refund question,I have a billing issue that needs to be checked.,23,Phone,negative,1,1,Medium
4837,Billing issue,Account access issue,My order is significantly delayed and I need help urgently.,66,Social media,negative,2,3,High
3856,Billing inquiry,Shipping question,I am having a problem with my product and need assistance. Please help me resolve this issue.,70,Chat,negative,2,2,Medium
5236,Account problem,Urgent product problem,My product has stopped working and I need a replacement as soon as possible. Please help me resolve this issue.,30,Phone,negative,2,2,High
8159,Security issue,Urgent payment issue,This is an emergency. The system has completely failed and I cannot continue my work. Please help me resolve this issue.,36,Phone,negative,4,3,Critical
4526,Technical issue,Payment problem,My order is significantly delayed and I need help urgently.,25,Social media,negative,3,2,High
7743,Security issue,Critical account problem,The service has completely stopped working and is blocking critical operations.,57,Phone,negative,3,3,Critical
3261,Refund request,Billing problem,I requested a refund and would like an update.,54,Social media,neutral,2,1,Medium
1655,Product inquiry,Product information,I would like more information about the product.,35,Email,neutral,0,0,Low
7032,Critical technical issue,Critical account problem,I have a serious security concern and need immediate assistance.,34,Email,negative,3,4,Critical
7871,Critical billing issue,Critical system failure,I have a serious security concern and need immediate assistance.,70,Phone,negative,3,3,Critical
2324,Shipping inquiry,Refund question,My delivery has a problem and I need assistance.,34,Chat,neutral,1,2,Medium
2414,Product issue,Billing problem,I have a billing issue that needs to be checked.,70,Chat,negative,1,2,Medium
6591,Critical billing issue,Security concern,This is an emergency. The system has completely failed and I cannot continue my work. Please help me resolve this issue.,66,Chat,negative,3,4,Critical
2655,Refund request,Shipping question,I have a billing issue that needs to be checked.,34,Chat,negative,1,1,Medium
6099,Technical issue,Account access issue,I was charged incorrectly and need the issue resolved quickly.,20,Chat,negative,2,2,High
6590,Critical technical issue,Critical system failure,This is an emergency. The system has completely failed and I cannot continue my work.,32,Phone,negative,3,3,Critical
2679,Product issue,Product issue,I requested a refund and would like an update.,33,Phone,neutral,1,1,Medium
4867,Shipping issue,Account access issue,The device is not working and I need immediate assistance.,54,Phone,negative,3,3,High
6918,Critical technical issue,Urgent payment issue,The service has completely stopped working and is blocking critical operations.,46,Email,negative,3,4,Critical
7543,Critical billing issue,Security concern,There appears to be a serious payment problem affecting multiple transactions. Please help me resolve this issue.,28,Email,negative,4,4,Critical
5386,Technical issue,Urgent product problem,My order is significantly delayed and I need help urgently.,39,Phone,negative,2,2,High
3910,Product issue,Refund question,There is an issue with my recent order and I need help.,56,Chat,neutral,1,1,Medium
179,Information request,Need some information,I would like more information about the product.,54,Phone,positive,0,0,Low
7138,Critical billing issue,Critical system failure,I cannot access critical business data and need this resolved immediately.,60,Email,negative,4,3,Critical
4900,Technical issue,Urgent product problem,I cannot access my account and this is affecting my work. Please help me resolve this issue.,23,Chat,negative,3,2,High
1535,Product inquiry,Need some information,Could you explain the available options?,24,Phone,neutral,1,0,Low
3807,Product issue,Shipping question,I am having a problem with my product and need assistance.,23,Social media,neutral,1,2,Medium
1205,Information request,Product information,Can you provide some details about this product? Please help me resolve this issue.,47,Phone,neutral,0,1,Low
2203,Refund request,Billing problem,I requested a refund and would like an update.,22,Email,neutral,2,1,Medium
3892,Refund request,Billing problem,There is an issue with my recent order and I need help.,44,Social media,neutral,2,2,Medium
7560,Critical account issue,Urgent payment issue,There appears to be a serious payment problem affecting multiple transactions.,66,Email,negative,3,4,Critical
6634,Critical technical issue,Security concern,The service has completely stopped working and is blocking critical operations. Please help me resolve this issue.,19,Email,negative,3,3,Critical
6808,Security issue,Critical system failure,There appears to be a serious payment problem affecting multiple transactions.,53,Social media,negative,3,3,Critical
5370,Shipping issue,Delivery problem,My product has stopped working and I need a replacement as soon as possible.,41,Phone,negative,3,3,High
976,Product inquiry,Product information,I would like more information about the product.,25,Social media,neutral,1,1,Low
6664,Security issue,Urgent payment issue,There appears to be a serious payment problem affecting multiple transactions. Please help me resolve this issue.,31,Social media,negative,4,4,Critical
1771,General question,Product information,I have a general question and would like some clarification. Please help me resolve this issue.,20,Chat,neutral,0,1,Low
830,General question,Question about product,I have a general question and would like some clarification.,45,Phone,positive,1,1,Low
942,Product inquiry,Product information,Can you provide some details about this product?,30,Social media,neutral,0,1,Low
4242,Billing issue,Payment problem,My order is significantly delayed and I need help urgently.,66,Social media,negative,2,2,High
2487,Shipping inquiry,Product issue,There is an issue with my recent order and I need help.,36,Social media,neutral,2,1,Medium
628,General question,Product information,I would like more information about the product.,35,Chat,positive,1,0,Low
6654,Critical billing issue,Critical account problem,I cannot access critical business data and need this resolved immediately.,55,Phone,negative,4,4,Critical
5061,Technical issue,Account access issue,I was charged incorrectly and need the issue resolved quickly.,53,Email,negative,2,3,High
926,Information request,Product information,Can you provide some details about this product? Please help me resolve this issue.,69,Social media,positive,0,1,Low
3034,Product issue,Product issue,My delivery has a problem and I need assistance. Please help me resolve this issue.,62,Social media,neutral,2,1,Medium
296,Product inquiry,Product information,I would like more information about the product.,50,Phone,positive,1,1,Low
1053,Product inquiry,Question about product,Could you explain the available options?,56,Phone,positive,1,0,Low
6931,Critical account issue,Security concern,There appears to be a serious payment problem affecting multiple transactions.,31,Email,negative,4,4,Critical
2708,Refund request,Billing problem,There is an issue with my recent order and I need help.,44,Email,negative,1,1,Medium
3222,Billing inquiry,Billing problem,I have a billing issue that needs to be checked.,66,Chat,neutral,2,1,Medium
4484,Technical issue,Payment problem,I was charged incorrectly and need the issue resolved quickly.,69,Chat,negative,3,2,High
7700,Security issue,Critical account problem,This is an emergency. The system has completely failed and I cannot continue my work.,69,Chat,negative,4,3,Critical
4685,Billing issue,Delivery problem,The device is not working and I need immediate assistance.,43,Phone,negative,2,2,High
4323,Shipping issue,Urgent product problem,The device is not working and I need immediate assistance.,36,Social media,negative,2,2,High
2790,Refund request,Refund question,There is an issue with my recent order and I need help.,32,Chat,neutral,2,2,Medium
945,Information request,Need some information,I would like more information about the product.,42,Chat,positive,0,0,Low
6833,Critical technical issue,Critical account problem,There appears to be a serious payment problem affecting multiple transactions. Please help me resolve this issue.,32,Social media,negative,3,4,Critical
7122,Critical technical issue,Critical system failure,This is an emergency. The system has completely failed and I cannot continue my work.,46,Email,negative,4,3,Critical
6522,Critical account issue,Security concern,There appears to be a serious payment problem affecting multiple transactions.,66,Chat,negative,4,4,Critical
13,Information request,Product information,Could you explain the available options?,47,Chat,positive,0,0,Low
1118,General question,Need some information,Could you explain the available options?,49,Phone,positive,0,0,Low
6268,Technical issue,Account access issue,My product has stopped working and I need a replacement as soon as possible.,67,Chat,negative,3,3,High
3256,Shipping inquiry,Refund question,I have a billing issue that needs to be checked. Please help me resolve this issue.,18,Phone,negative,1,1,Medium
4462,Technical issue,Payment problem,The device is not working and I need immediate assistance.,65,Email,negative,3,2,High
2691,Product issue,Billing problem,My delivery has a problem and I need assistance.,52,Email,neutral,2,1,Medium
4020,Product issue,Refund question,I am having a problem with my product and need assistance.,18,Phone,negative,1,1,Medium
8367,Security issue,Critical account problem,The service has completely stopped working and is blocking critical operations.,38,Social media,negative,4,4,Critical
7586,Security issue,Urgent payment issue,There appears to be a serious payment problem affecting multiple transactions. Please help me resolve this issue.,22,Social media,negative,4,3,Critical
1320,Information request,Question about product,Could you explain the available options?,29,Chat,neutral,1,1,Low
780,General question,Need some information,I have a general question and would like some clarification. Please help me resolve this issue.,47,Email,positive,1,1,Low
8300,Security issue,Security concern,The service has completely stopped working and is blocking critical operations. Please help me resolve this issue.,65,Social media,negative,4,4,Critical
8294,Critical billing issue,Security concern,There appears to be a serious payment problem affecting multiple transactions.,46,Phone,negative,3,4,Critical
6740,Critical technical issue,Security concern,I have a serious security concern and need immediate assistance.,68,Chat,negative,3,3,Critical
6224,Shipping issue,Account access issue,My product has stopped working and I need a replacement as soon as possible. Please help me resolve this issue.,63,Chat,negative,2,2,High
6240,Shipping issue,Payment problem,I was charged incorrectly and need the issue resolved quickly.,25,Chat,negative,3,2,High
434,General question,Question about product,I would like more information about the product. Please help me resolve this issue.,29,Email,positive,0,1,Low
654,General question,Need some information,Can you provide some details about this product?,43,Email,positive,1,0,Low
2478,Product issue,Billing problem,My delivery has a problem and I need assistance. Please help me resolve this issue.,52,Chat,neutral,1,2,Medium
5730,Billing issue,Account access issue,My order is significantly delayed and I need help urgently.,56,Social media,negative,3,3,High
6700,Critical billing issue,Critical system failure,The service has completely stopped working and is blocking critical operations.,70,Email,negative,3,4,Critical
8244,Critical billing issue,Security concern,I cannot access critical business data and need this resolved immediately. Please help me resolve this issue.,40,Chat,negative,4,4,Critical
5185,Account problem,Delivery problem,My product has stopped working and I need a replacement as soon as possible.,20,Social media,negative,3,2,High
6100,Shipping issue,Account access issue,I cannot access my account and this is affecting my work.,18,Social media,negative,3,2,High
3478,Billing inquiry,Product issue,I requested a refund and would like an update.,24,Email,negative,2,1,Medium
8284,Critical technical issue,Critical account problem,I cannot access critical business data and need this resolved immediately.,69,Phone,negative,4,3,Critical
4130,Refund request,Shipping question,I have a billing issue that needs to be checked.,25,Email,negative,2,1,Medium
2887,Refund request,Billing problem,There is an issue with my recent order and I need help.,41,Social media,negative,1,2,Medium
3136,Billing inquiry,Refund question,There is an issue with my recent order and I need help.,25,Phone,negative,2,2,Medium
6930,Critical account issue,Urgent payment issue,I cannot access critical business data and need this resolved immediately.,51,Chat,negative,4,3,Critical
3551,Billing inquiry,Shipping question,I requested a refund and would like an update.,23,Phone,negative,1,1,Medium
6271,Account problem,Payment problem,My product has stopped working and I need a replacement as soon as possible.,44,Social media,negative,2,2,High
3383,Product issue,Billing problem,I am having a problem with my product and need assistance.,44,Chat,negative,1,2,Medium
3396,Product issue,Product issue,I am having a problem with my product and need assistance.,31,Social media,negative,2,2,Medium
5983,Account problem,Account access issue,I cannot access my account and this is affecting my work. Please help me resolve this issue.,57,Phone,negative,2,2,High
2905,Refund request,Product issue,My delivery has a problem and I need assistance.,31,Email,negative,2,1,Medium
571,General question,Need some information,I have a general question and would like some clarification. Please help me resolve this issue.,51,Email,positive,0,1,Low
1449,General question,Need some information,Could you explain the available options?,59,Chat,neutral,1,1,Low
6686,Critical billing issue,Urgent payment issue,I cannot access critical business data and need this resolved immediately.,41,Social media,negative,3,4,Critical
4825,Shipping issue,Account access issue,My product has stopped working and I need a replacement as soon as possible.,38,Phone,negative,3,2,High
8343,Critical technical issue,Critical system failure,There appears to be a serious payment problem affecting multiple transactions.,35,Phone,negative,4,3,Critical
3729,Shipping inquiry,Refund question,I am having a problem with my product and need assistance.,34,Phone,negative,1,1,Medium
7068,Critical technical issue,Critical system failure,This is an emergency. The system has completely failed and I cannot continue my work.,56,Chat,negative,3,3,Critical
1746,General question,Question about product,Could you explain the available options?,38,Chat,positive,1,0,Low
2742,Product issue,Billing problem,I requested a refund and would like an update.,46,Email,negative,1,1,Medium
